from_stop_id,to_stop_id,transfer_type,min_transfer_time,min_walk_time,min_wheelchair_time,suggested_buffer_time,wheelchair_transfer,from_trip_id,to_trip_id
70199,70075,2,154,64,132,90,1,,
70199,70076,2,154,64,132,90,1,,
70199,70077,2,366,276,,90,2,,
70199,70078,2,366,276,,90,2,,
70199,70196,2,154,34,44,120,1,,
70199,70197,2,124,4,6,120,1,,
70199,70198,2,154,34,44,120,1,,
70199,70200,2,170,50,144,120,1,,
70199,71199,2,176,56,152,120,1,,
70200,70020,2,257,167,216,90,1,,
70200,70021,2,289,199,,90,2,,
70200,70075,2,133,43,122,90,1,,
70200,70076,2,133,43,122,90,1,,
70200,70077,2,322,232,,90,2,,
70200,70078,2,322,232,,90,2,,
70200,70196,2,186,66,165,120,1,,
70200,70197,2,170,50,144,120,1,,
70200,70198,2,186,66,165,120,1,,
70200,70199,2,170,50,144,120,1,,
70200,71199,2,126,6,8,120,1,,
70201,4510,2,177,57,116,120,1,,
70201,70039,2,126,36,91,90,1,,
70201,70040,2,126,36,91,90,1,,
70201,70202,2,144,24,31,120,1,,
70201,Government Center-Brattle,2,147,27,35,120,1,,
70202,4510,2,184,64,124,120,1,,
70202,70039,2,112,22,72,90,1,,
70202,70040,2,112,22,72,90,1,,
70202,70201,2,144,24,31,120,1,,
70202,Government Center-Brattle,2,141,21,27,120,1,,
70203,70024,2,134,44,167,90,1,,
70203,70025,2,150,60,188,90,1,,
70203,70204,2,169,49,64,120,1,,
70204,70024,2,134,44,167,90,1,,
70204,70025,2,150,60,188,90,1,,
70204,70203,2,169,49,64,120,1,,
70205,70026,2,115,25,72,90,1,,
70205,70027,2,121,31,96,90,1,,
70205,70206,2,143,23,69,120,1,,
70205,BNT-0000,2,480,240,300,240,1,,
70205,BNT-0000-01,2,480,240,300,240,1,,
70205,BNT-0000-02,2,480,240,300,240,1,,
70205,BNT-0000-03,2,480,240,300,240,1,,
70205,BNT-0000-04,2,480,240,300,240,1,,
70205,BNT-0000-05,2,480,240,300,240,1,,
70205,BNT-0000-06,2,480,240,300,240,1,,
70205,BNT-0000-07,2,480,240,300,240,1,,
70205,BNT-0000-08,2,480,240,300,240,1,,
70205,BNT-0000-09,2,480,240,300,240,1,,
70205,BNT-0000-10,2,480,240,300,240,1,,
70206,70026,2,104,14,18,90,1,,
70206,70027,2,132,42,150,90,1,,
70206,70205,2,131,11,54,120,1,,
70206,BNT-0000,2,480,240,300,240,1,,
70206,BNT-0000-01,2,480,240,300,240,1,,
70206,BNT-0000-02,2,480,240,300,240,1,,
70206,BNT-0000-03,2,480,240,300,240,1,,
70206,BNT-0000-04,2,480,240,300,240,1,,
70206,BNT-0000-05,2,480,240,300,240,1,,
70206,BNT-0000-06,2,480,240,300,240,1,,
70206,BNT-0000-07,2,480,240,300,240,1,,
70206,BNT-0000-08,2,480,240,300,240,1,,
70206,BNT-0000-09,2,480,240,300,240,1,,
70206,BNT-0000-10,2,480,240,300,240,1,,
70207,70208,2,141,21,107,120,1,,
70208,70207,2,141,21,107,120,1,,
70239,70240,2,184,64,179,120,1,,
70240,70239,2,184,64,179,120,1,,
70261,334,2,198,78,101,120,1,,
70261,70093,2,213,123,191,90,1,,
70261,70094,2,144,54,102,90,1,,
70263,70264,2,143,23,30,120,1,,
70264,70263,2,143,23,30,120,1,,
70265,70266,2,135,15,20,120,1,,
70266,70265,2,135,15,20,120,1,,
70267,70268,2,134,14,18,120,1,,
70268,70267,2,134,14,18,120,1,,
70271,70272,2,137,17,22,120,1,,
70272,70271,2,137,17,22,120,1,,
70275,185,2,145,25,32,120,1,,
70275,18511,2,167,47,61,120,1,,
70275,70276,2,167,47,61,120,1,,
70276,185,2,143,23,30,120,1,,
70276,18511,2,139,19,25,120,1,,
70276,70275,2,167,47,61,120,1,,
70278,70279,2,85,25,32,60,1,,
70279,70278,2,85,25,32,60,1,,
70500,70501,2,215,95,171,120,1,,
70500,70502,2,268,148,240,120,1,,
70501,70500,2,205,85,161,120,1,,
70501,70502,2,179,59,77,120,1,,
70502,70500,2,258,138,230,120,1,,
70502,70501,2,179,59,77,120,1,,
70503,70504,2,244,124,161,120,1,,
70503,Union Square-01,2,244,124,161,120,1,,
70503,Union Square-02,2,244,124,161,120,1,,
70504,70503,2,244,124,161,120,1,,
70504,Union Square-01,2,244,124,161,120,1,,
70504,Union Square-02,2,244,124,161,120,1,,
70505,70506,2,146,26,34,120,1,,
70506,70505,2,146,26,34,120,1,,
70507,70508,2,146,26,34,120,1,,
70508,70507,2,146,26,34,120,1,,
70509,70510,2,144,24,31,120,1,,
70510,70509,2,144,24,31,120,1,,
70511,70512,2,124,4,6,120,1,,
70512,70511,2,124,4,6,120,1,,
70513,70514,2,144,24,31,120,1,,
70514,70513,2,144,24,31,120,1,,
70838,70038,2,82,22,28,60,1,,
7096,70047,2,145,85,227,60,1,,
7096,70048,2,119,59,73,60,1,,
7096,70961,2,154,34,45,120,1,,
7096,7097,2,143,23,30,120,1,,
70961,70047,2,145,85,227,60,1,,
70961,70048,2,119,59,74,60,1,,
70961,7096,2,154,34,45,120,1,,
70961,7097,2,144,24,31,120,1,,
7097,70047,2,134,74,212,60,1,,
7097,70048,2,108,48,59,60,1,,
7097,7096,2,143,23,30,120,1,,
7097,70961,2,144,24,31,120,1,,
71150,70150,2,134,14,,120,2,,
71150,70151,2,162,42,,120,2,,
71150,71151,2,162,42,,120,2,,
71150,899,2,170,50,,120,2,,
71151,70150,2,162,42,,120,2,,
71151,70151,2,128,8,,120,2,,
71151,71150,2,162,42,,120,2,,
71151,899,2,165,45,,120,2,,
71199,70020,2,263,173,223,90,1,,
71199,70021,2,295,205,,90,2,,
71199,70075,2,139,49,130,90,1,,
71199,70076,2,139,49,130,90,1,,
71199,70077,2,328,238,,90,2,,
71199,70078,2,327,237,,90,2,,
71199,70196,2,191,71,172,120,1,,
71199,70197,2,176,56,152,120,1,,
71199,70198,2,191,71,172,120,1,,
71199,70199,2,176,56,152,120,1,,
71199,70200,2,126,6,8,120,1,,
74611,70079,2,78,18,80,60,1,,
74611,70080,2,97,37,105,60,1,,
74611,74617,2,154,34,164,120,1,,
74611,NEC-2287,2,466,166,329,300,1,,
74611,NEC-2287-01,2,481,181,348,300,1,,
74611,NEC-2287-02,2,466,166,329,300,1,,
74611,NEC-2287-03,2,466,166,329,300,1,,
74611,NEC-2287-04,2,456,156,316,300,1,,
74611,NEC-2287-05,2,456,156,316,300,1,,
74611,NEC-2287-06,2,452,152,311,300,1,,
74611,NEC-2287-07,2,452,152,311,300,1,,
74611,NEC-2287-08,2,449,149,307,300,1,,
74611,NEC-2287-09,2,449,149,307,300,1,,
74611,NEC-2287-10,2,450,150,308,300,1,,
74611,NEC-2287-11,2,485,185,353,300,1,,
74611,NEC-2287-12,2,489,189,359,300,1,,
74611,NEC-2287-13,2,508,208,383,300,1,,
74612,74616,2,195,75,209,120,1,,
74613,74615,2,179,59,184,120,1,,
74615,74613,2,179,59,184,120,1,,
74616,74612,2,195,75,209,120,1,,
74617,70079,2,102,42,111,60,1,,
74617,70080,2,97,37,105,60,1,,
74617,74611,2,154,34,164,120,1,,
74617,NEC-2287,2,469,169,333,300,1,,
74617,NEC-2287-01,2,484,184,352,300,1,,
74617,NEC-2287-02,2,469,169,333,300,1,,
74617,NEC-2287-03,2,469,169,333,300,1,,
74617,NEC-2287-04,2,459,159,320,300,1,,
74617,NEC-2287-05,2,459,159,320,300,1,,
74617,NEC-2287-06,2,455,155,315,300,1,,
74617,NEC-2287-07,2,455,155,315,300,1,,
74617,NEC-2287-08,2,452,152,311,300,1,,
74617,NEC-2287-09,2,452,152,311,300,1,,
74617,NEC-2287-10,2,453,153,312,300,1,,
74617,NEC-2287-11,2,488,188,357,300,1,,
74617,NEC-2287-12,2,492,192,363,300,1,,
74617,NEC-2287-13,2,511,211,387,300,1,,
74630,74631,2,199,79,102,120,1,,
74630,ER-0042,2,450,150,194,300,1,,
74630,ER-0042-01,2,450,150,194,300,1,,
74631,74630,2,199,79,102,120,1,,
74631,ER-0042,2,422,122,157,300,1,,
74631,ER-0042-01,2,422,122,157,300,1,,
74632,74633,2,202,82,106,120,1,,
74633,74632,2,200,80,104,120,1,,
76121,70067,2,215,155,197,60,1,,
76121,70068,2,221,161,205,60,1,,
76121,76122,2,187,67,87,120,1,,
76121,76123,2,166,46,60,120,1,,
76121,76124,2,167,47,61,120,1,,
76121,76125,2,178,58,75,120,1,,
76121,76126,2,189,69,89,120,1,,
76121,76129,2,224,104,134,120,1,,
76122,70067,2,203,143,182,60,1,,
76122,70068,2,209,149,190,60,1,,
76122,76121,2,187,67,87,120,1,,
76122,76123,2,155,35,45,120,1,,
76122,76124,2,156,36,46,120,1,,
76122,76125,2,167,47,60,120,1,,
76122,76126,2,178,58,74,120,1,,
76122,76129,2,212,92,119,120,1,,
76123,70067,2,183,123,156,60,1,,
76123,70068,2,188,128,163,60,1,,
76123,76121,2,166,46,60,120,1,,
76123,76122,2,155,35,45,120,1,,
76123,76124,2,135,15,19,120,1,,
76123,76125,2,146,26,34,120,1,,
76123,76126,2,157,37,48,120,1,,
76123,76129,2,192,72,93,120,1,,
76124,70067,2,183,123,157,60,1,,
76124,70068,2,189,129,164,60,1,,
76124,76121,2,167,47,61,120,1,,
76124,76122,2,156,36,46,120,1,,
76124,76123,2,135,15,19,120,1,,
76124,76125,2,147,27,35,120,1,,
76124,76126,2,149,29,37,120,1,,
76124,76129,2,192,72,94,120,1,,
76125,70067,2,195,135,171,60,1,,
76125,70068,2,200,140,179,60,1,,
76125,76121,2,178,58,75,120,1,,
76125,76122,2,167,47,60,120,1,,
76125,76123,2,146,26,34,120,1,,
76125,76124,2,147,27,35,120,1,,
76125,76126,2,138,18,23,120,1,,
76125,76129,2,204,84,108,120,1,,
76126,70067,2,205,145,185,60,1,,
76126,70068,2,211,151,193,60,1,,
76126,76121,2,189,69,89,120,1,,
76126,76122,2,178,58,74,120,1,,
76126,76123,2,157,37,48,120,1,,
76126,76124,2,149,29,37,120,1,,
76126,76125,2,138,18,23,120,1,,
76126,76129,2,214,94,122,120,1,,
76129,70067,2,181,121,153,60,1,,
76129,70068,2,186,126,161,60,1,,
76129,76121,2,225,105,135,120,1,,
76129,76122,2,213,93,120,120,1,,
76129,76123,2,192,72,94,120,1,,
76129,76124,2,193,73,95,120,1,,
76129,76125,2,204,84,109,120,1,,
76129,76126,2,215,95,123,120,1,,
79,70152,2,240,120,,120,2,,
79,70153,2,242,122,,120,2,,
79,93,2,199,79,102,120,1,,
8155,70168,2,262,142,180,120,1,,
8155,70169,2,230,110,140,120,1,,
8155,8203,2,166,46,59,120,1,,
8203,70168,2,261,141,180,120,1,,
8203,70169,2,230,110,139,120,1,,
8203,8155,2,166,46,59,120,1,,
875,10642,2,225,105,190,120,1,,
875,70001,2,146,86,218,60,1,,
875,Forest Hills-01,2,146,86,218,60,1,,
875,Forest Hills-02,2,146,86,218,60,1,,
875,NEC-2237,2,456,156,316,300,1,,
875,NEC-2237-03,2,456,156,316,300,1,,
875,NEC-2237-05,2,456,156,316,300,1,,
899,70150,2,180,60,,120,2,,
899,70151,2,175,55,,120,2,,
899,71150,2,180,60,,120,2,,
899,71151,2,175,55,,120,2,,
9070061,14112,2,183,63,82,120,1,,
9070061,14118,2,182,62,80,120,1,,
9070061,14120,2,153,33,43,120,1,,
9070061,14121,2,163,43,56,120,1,,
9070061,14122,2,177,57,74,120,1,,
9070061,14123,2,193,73,94,120,1,,
9070061,70061,2,233,173,279,60,1,,
9070061,Alewife-01,2,233,173,279,60,1,,
9070061,Alewife-02,2,233,173,279,60,1,,
93,70152,2,190,70,,120,2,,
93,70153,2,192,72,,120,2,,
93,79,2,199,79,102,120,1,,
9328,70036,2,150,90,207,60,1,,
9328,Oak Grove-01,2,150,90,207,60,1,,
9328,Oak Grove-02,2,150,90,207,60,1,,
9328,WR-0053-S,2,382,82,,300,2,,
Alewife-01,14112,2,332,212,332,120,1,,
Alewife-01,14118,2,330,210,330,120,1,,
Alewife-01,14120,2,302,182,293,120,1,,
Alewife-01,14121,2,312,192,306,120,1,,
Alewife-01,14122,2,326,206,324,120,1,,
Alewife-01,14123,2,341,221,344,120,1,,
Alewife-01,70061,2,100,40,20,60,1,,
Alewife-01,9070061,2,326,206,325,120,1,,
Alewife-01,Alewife-02,2,100,40,20,60,1,,
Alewife-02,14112,2,332,212,332,120,1,,
Alewife-02,14118,2,330,210,330,120,1,,
Alewife-02,14120,2,302,182,293,120,1,,
Alewife-02,14121,2,312,192,306,120,1,,
Alewife-02,14122,2,326,206,324,120,1,,
Alewife-02,14123,2,341,221,344,120,1,,
Alewife-02,70061,2,100,40,20,60,1,,
Alewife-02,9070061,2,326,206,325,120,1,,
Alewife-02,Alewife-01,2,100,40,20,60,1,,
BNT-0000,70026,2,360,240,300,120,1,,
BNT-0000,70027,2,360,240,300,120,1,,
BNT-0000,70205,2,360,240,300,120,1,,
BNT-0000,70206,2,360,240,300,120,1,,
BNT-0000,BNT-0000-01,2,239,119,153,120,1,,
BNT-0000,BNT-0000-02,2,239,119,153,120,1,,
BNT-0000,BNT-0000-03,2,240,120,155,120,1,,
BNT-0000,BNT-0000-04,2,240,120,155,120,1,,
BNT-0000,BNT-0000-05,2,247,127,164,120,1,,
BNT-0000,BNT-0000-06,2,247,127,164,120,1,,
BNT-0000,BNT-0000-07,2,254,134,173,120,1,,
BNT-0000,BNT-0000-08,2,254,134,173,120,1,,
BNT-0000,BNT-0000-09,2,254,134,173,120,1,,
BNT-0000,BNT-0000-10,2,254,134,173,120,1,,
BNT-0000-01,70026,2,360,240,300,120,1,,
BNT-0000-01,70027,2,360,240,300,120,1,,
BNT-0000-01,70205,2,360,240,300,120,1,,
BNT-0000-01,70206,2,360,240,300,120,1,,
BNT-0000-01,BNT-0000,2,239,119,153,120,1,,
BNT-0000-01,BNT-0000-02,2,231,111,143,120,1,,
BNT-0000-01,BNT-0000-03,2,232,112,145,120,1,,
BNT-0000-01,BNT-0000-04,2,232,112,145,120,1,,
BNT-0000-01,BNT-0000-05,2,239,119,154,120,1,,
BNT-0000-01,BNT-0000-06,2,239,119,154,120,1,,
BNT-0000-01,BNT-0000-07,2,246,126,163,120,1,,
BNT-0000-01,BNT-0000-08,2,246,126,163,120,1,,
BNT-0000-01,BNT-0000-09,2,246,126,163,120,1,,
BNT-0000-01,BNT-0000-10,2,246,126,163,120,1,,
BNT-0000-02,70026,2,360,240,300,120,1,,
BNT-0000-02,70027,2,360,240,300,120,1,,
BNT-0000-02,70205,2,360,240,300,120,1,,
BNT-0000-02,70206,2,360,240,300,120,1,,
BNT-0000-02,BNT-0000,2,239,119,153,120,1,,
BNT-0000-02,BNT-0000-01,2,231,111,143,120,1,,
BNT-0000-02,BNT-0000-03,2,232,112,145,120,1,,
BNT-0000-02,BNT-0000-04,2,232,112,145,120,1,,
BNT-0000-02,BNT-0000-05,2,239,119,154,120,1,,
BNT-0000-02,BNT-0000-06,2,239,119,154,120,1,,
BNT-0000-02,BNT-0000-07,2,246,126,163,120,1,,
BNT-0000-02,BNT-0000-08,2,246,126,163,120,1,,
BNT-0000-02,BNT-0000-09,2,246,126,163,120,1,,
BNT-0000-02,BNT-0000-10,2,246,126,163,120,1,,
BNT-0000-03,70026,2,360,240,300,120,1,,
BNT-0000-03,70027,2,360,240,300,120,1,,
BNT-0000-03,70205,2,360,240,300,120,1,,
BNT-0000-03,70206,2,360,240,300,120,1,,
BNT-0000-03,BNT-0000,2,240,120,155,120,1,,
BNT-0000-03,BNT-0000-01,2,232,112,145,120,1,,
BNT-0000-03,BNT-0000-02,2,232,112,145,120,1,,
BNT-0000-03,BNT-0000-04,2,233,113,147,120,1,,
BNT-0000-03,BNT-0000-05,2,240,120,156,120,1,,
BNT-0000-03,BNT-0000-06,2,240,120,156,120,1,,
BNT-0000-03,BNT-0000-07,2,247,127,165,120,1,,
BNT-0000-03,BNT-0000-08,2,247,127,165,120,1,,
BNT-0000-03,BNT-0000-09,2,247,127,165,120,1,,
BNT-0000-03,BNT-0000-10,2,247,127,165,120,1,,
BNT-0000-04,70026,2,360,240,300,120,1,,
BNT-0000-04,70027,2,360,240,300,120,1,,
BNT-0000-04,70205,2,360,240,300,120,1,,
BNT-0000-04,70206,2,360,240,300,120,1,,
BNT-0000-04,BNT-0000,2,240,120,155,120,1,,
BNT-0000-04,BNT-0000-01,2,232,112,145,120,1,,
BNT-0000-04,BNT-0000-02,2,232,112,145,120,1,,
BNT-0000-04,BNT-0000-03,2,233,113,147,120,1,,
BNT-0000-04,BNT-0000-05,2,240,120,156,120,1,,
BNT-0000-04,BNT-0000-06,2,240,120,156,120,1,,
BNT-0000-04,BNT-0000-07,2,247,127,165,120,1,,
BNT-0000-04,BNT-0000-08,2,247,127,165,120,1,,
BNT-0000-04,BNT-0000-09,2,247,127,165,120,1,,
BNT-0000-04,BNT-0000-10,2,247,127,165,120,1,,
BNT-0000-05,70026,2,360,240,300,120,1,,
BNT-0000-05,70027,2,360,240,300,120,1,,
BNT-0000-05,70205,2,360,240,300,120,1,,
BNT-0000-05,70206,2,360,240,300,120,1,,
BNT-0000-05,BNT-0000,2,247,127,164,120,1,,
BNT-0000-05,BNT-0000-01,2,239,119,154,120,1,,
BNT-0000-05,BNT-0000-02,2,239,119,154,120,1,,
BNT-0000-05,BNT-0000-03,2,240,120,156,120,1,,
BNT-0000-05,BNT-0000-04,2,240,120,156,120,1,,
BNT-0000-05,BNT-0000-06,2,248,128,165,120,1,,
BNT-0000-05,BNT-0000-07,2,255,135,174,120,1,,
BNT-0000-05,BNT-0000-08,2,255,135,174,120,1,,
BNT-0000-05,BNT-0000-09,2,255,135,174,120,1,,
BNT-0000-05,BNT-0000-10,2,255,135,174,120,1,,
BNT-0000-06,70026,2,360,240,300,120,1,,
BNT-0000-06,70027,2,360,240,300,120,1,,
BNT-0000-06,70205,2,360,240,300,120,1,,
BNT-0000-06,70206,2,360,240,300,120,1,,
BNT-0000-06,BNT-0000,2,247,127,164,120,1,,
BNT-0000-06,BNT-0000-01,2,239,119,154,120,1,,
BNT-0000-06,BNT-0000-02,2,239,119,154,120,1,,
BNT-0000-06,BNT-0000-03,2,240,120,156,120,1,,
BNT-0000-06,BNT-0000-04,2,240,120,156,120,1,,
BNT-0000-06,BNT-0000-05,2,248,128,165,120,1,,
BNT-0000-06,BNT-0000-07,2,255,135,174,120,1,,
BNT-0000-06,BNT-0000-08,2,255,135,174,120,1,,
BNT-0000-06,BNT-0000-09,2,255,135,174,120,1,,
BNT-0000-06,BNT-0000-10,2,255,135,174,120,1,,
BNT-0000-07,70026,2,360,240,300,120,1,,
BNT-0000-07,70027,2,360,240,300,120,1,,
BNT-0000-07,70205,2,360,240,300,120,1,,
BNT-0000-07,70206,2,360,240,300,120,1,,
BNT-0000-07,BNT-0000,2,254,134,173,120,1,,
BNT-0000-07,BNT-0000-01,2,246,126,163,120,1,,
BNT-0000-07,BNT-0000-02,2,246,126,163,120,1,,
BNT-0000-07,BNT-0000-03,2,247,127,165,120,1,,
BNT-0000-07,BNT-0000-04,2,247,127,165,120,1,,
BNT-0000-07,BNT-0000-05,2,255,135,174,120,1,,
BNT-0000-07,BNT-0000-06,2,255,135,174,120,1,,
BNT-0000-07,BNT-0000-08,2,262,142,183,120,1,,
BNT-0000-07,BNT-0000-09,2,262,142,183,120,1,,
BNT-0000-07,BNT-0000-10,2,262,142,183,120,1,,
BNT-0000-08,70026,2,360,240,300,120,1,,
BNT-0000-08,70027,2,360,240,300,120,1,,
BNT-0000-08,70205,2,360,240,300,120,1,,
BNT-0000-08,70206,2,360,240,300,120,1,,
BNT-0000-08,BNT-0000,2,254,134,173,120,1,,
BNT-0000-08,BNT-0000-01,2,246,126,163,120,1,,
BNT-0000-08,BNT-0000-02,2,246,126,163,120,1,,
BNT-0000-08,BNT-0000-03,2,247,127,165,120,1,,
BNT-0000-08,BNT-0000-04,2,247,127,165,120,1,,
BNT-0000-08,BNT-0000-05,2,255,135,174,120,1,,
BNT-0000-08,BNT-0000-06,2,255,135,174,120,1,,
BNT-0000-08,BNT-0000-07,2,262,142,183,120,1,,
BNT-0000-08,BNT-0000-09,2,262,142,183,120,1,,
BNT-0000-08,BNT-0000-10,2,262,142,183,120,1,,
BNT-0000-09,70026,2,360,240,300,120,1,,
BNT-0000-09,70027,2,360,240,300,120,1,,
BNT-0000-09,70205,2,360,240,300,120,1,,
BNT-0000-09,70206,2,360,240,300,120,1,,
BNT-0000-09,BNT-0000,2,254,134,173,120,1,,
BNT-0000-09,BNT-0000-01,2,246,126,163,120,1,,
BNT-0000-09,BNT-0000-02,2,246,126,163,120,1,,
BNT-0000-09,BNT-0000-03,2,247,127,165,120,1,,
BNT-0000-09,BNT-0000-04,2,247,127,165,120,1,,
BNT-0000-09,BNT-0000-05,2,255,135,174,120,1,,
BNT-0000-09,BNT-0000-06,2,255,135,174,120,1,,
BNT-0000-09,BNT-0000-07,2,262,142,183,120,1,,
BNT-0000-09,BNT-0000-08,2,262,142,183,120,1,,
BNT-0000-09,BNT-0000-10,2,262,142,183,120,1,,
BNT-0000-10,70026,2,360,240,300,120,1,,
BNT-0000-10,70027,2,360,240,300,120,1,,
BNT-0000-10,70205,2,360,240,300,120,1,,
BNT-0000-10,70206,2,360,240,300,120,1,,
BNT-0000-10,BNT-0000,2,254,134,173,120,1,,
BNT-0000-10,BNT-0000-01,2,246,126,163,120,1,,
BNT-0000-10,BNT-0000-02,2,246,126,163,120,1,,
BNT-0000-10,BNT-0000-03,2,247,127,165,120,1,,
BNT-0000-10,BNT-0000-04,2,247,127,165,120,1,,
BNT-0000-10,BNT-0000-05,2,255,135,174,120,1,,
BNT-0000-10,BNT-0000-06,2,255,135,174,120,1,,
BNT-0000-10,BNT-0000-07,2,262,142,183,120,1,,
BNT-0000-10,BNT-0000-08,2,262,142,183,120,1,,
BNT-0000-10,BNT-0000-09,2,262,142,183,120,1,,
Braintree-01,38671,2,161,41,90,120,1,,
Braintree-01,70105,2,73,13,16,60,1,,
Braintree-01,Braintree-02,2,73,13,16,60,1,,
Braintree-01,MM-0109,2,480,240,348,240,1,,
Braintree-01,MM-0109-CS,2,480,240,348,240,1,,
Braintree-01,MM-0109-S,2,480,240,348,240,1,,
Braintree-02,38671,2,161,41,90,120,1,,
Braintree-02,70105,2,73,13,16,60,1,,
Braintree-02,Braintree-01,2,73,13,16,60,1,,
Braintree-02,MM-0109,2,480,240,348,240,1,,
Braintree-02,MM-0109-CS,2,480,240,348,240,1,,
Braintree-02,MM-0109-S,2,480,240,348,240,1,,
ER-0042,74630,2,269,149,192,120,1,,
ER-0042,74631,2,240,120,156,120,1,,
ER-0042,ER-0042-01,2,269,149,192,120,1,,
ER-0042-01,74630,2,269,149,192,120,1,,
ER-0042-01,74631,2,240,120,156,120,1,,
ER-0042-01,ER-0042,2,269,149,192,120,1,,
FR-0034,70065,2,195,75,218,120,1,,
FR-0034,70066,2,195,75,260,120,1,,
FR-0034,FR-0034-01,2,129,9,12,120,1,,
FR-0034,FR-0034-02,2,129,9,12,120,1,,
FR-0034-01,70065,2,196,76,219,120,1,,
FR-0034-01,70066,2,196,76,261,120,1,,
FR-0034-01,FR-0034,2,129,9,12,120,1,,
FR-0034-01,FR-0034-02,2,130,10,13,120,1,,
FR-0034-02,70065,2,196,76,219,120,1,,
FR-0034-02,70066,2,196,76,261,120,1,,
FR-0034-02,FR-0034,2,129,9,12,120,1,,
FR-0034-02,FR-0034-01,2,130,10,13,120,1,,
Forest Hills-01,10642,2,195,75,153,120,1,,
Forest Hills-01,70001,2,71,11,14,60,1,,
Forest Hills-01,875,2,207,87,223,120,1,,
Forest Hills-01,Forest Hills-02,2,71,11,14,60,1,,
Forest Hills-01,NEC-2237,2,367,127,280,240,1,,
Forest Hills-01,NEC-2237-03,2,367,127,280,240,1,,
Forest Hills-01,NEC-2237-05,2,367,127,280,240,1,,
Forest Hills-02,10642,2,195,75,153,120,1,,
Forest Hills-02,70001,2,71,11,14,60,1,,
Forest Hills-02,875,2,207,87,223,120,1,,
Forest Hills-02,Forest Hills-01,2,71,11,14,60,1,,
Forest Hills-02,NEC-2237,2,367,127,280,240,1,,
Forest Hills-02,NEC-2237-03,2,367,127,280,240,1,,
Forest Hills-02,NEC-2237-05,2,367,127,280,240,1,,
Government Center-Brattle,4510,2,177,57,116,120,1,,
Government Center-Brattle,70039,2,126,36,91,90,1,,
Government Center-Brattle,70040,2,126,36,91,90,1,,
Government Center-Brattle,70201,2,147,27,35,120,1,,
Government Center-Brattle,70202,2,141,21,27,120,1,,
MM-0023-S,121,2,206,86,112,120,1,,
MM-0023-S,70085,2,346,226,340,120,1,,
MM-0023-S,70086,2,346,226,340,120,1,,
MM-0023-S,70095,2,343,223,335,120,1,,
MM-0023-S,70096,2,343,223,335,120,1,,
MM-0079-S,32000,2,187,67,,120,2,,
MM-0079-S,32001,2,180,60,142,120,1,,
MM-0079-S,32002,2,190,70,155,120,1,,
MM-0079-S,32003,2,200,80,167,120,1,,
MM-0079-S,32004,2,209,89,179,120,1,,
MM-0079-S,32005,2,219,99,192,120,1,,
MM-0079-S,70101,2,189,69,215,120,1,,
MM-0079-S,70102,2,189,69,215,120,1,,
MM-0109,38671,2,361,241,312,120,1,,
MM-0109,70105,2,366,246,353,120,1,,
MM-0109,Braintree-01,2,366,246,353,120,1,,
MM-0109,Braintree-02,2,366,246,353,120,1,,
MM-0109,MM-0109-CS,2,324,204,263,120,1,,
MM-0109,MM-0109-S,2,324,204,263,120,1,,
MM-0109-CS,38671,2,361,241,312,120,1,,
MM-0109-CS,70105,2,366,246,353,120,1,,
MM-0109-CS,Braintree-01,2,366,246,353,120,1,,
MM-0109-CS,Braintree-02,2,366,246,353,120,1,,
MM-0109-CS,MM-0109,2,324,204,263,120,1,,
MM-0109-CS,MM-0109-S,2,324,204,263,120,1,,
MM-0109-S,38671,2,361,241,312,120,1,,
MM-0109-S,70105,2,366,246,353,120,1,,
MM-0109-S,Braintree-01,2,366,246,353,120,1,,
MM-0109-S,Braintree-02,2,366,246,353,120,1,,
MM-0109-S,MM-0109,2,324,204,263,120,1,,
MM-0109-S,MM-0109-CS,2,324,204,263,120,1,,
NBM-0374,NBM-0374-01,2,153,33,42,120,1,,
NBM-0374,NBM-0374-02,2,153,33,42,120,1,,
NBM-0374-01,NBM-0374,2,153,33,42,120,1,,
NBM-0374-01,NBM-0374-02,2,153,33,42,120,1,,
NBM-0374-02,NBM-0374,2,153,33,42,120,1,,
NBM-0374-02,NBM-0374-01,2,153,33,42,120,1,,
NEC-2237,10642,2,274,154,259,120,1,,
NEC-2237,70001,2,245,125,275,120,1,,
NEC-2237,875,2,276,156,316,120,1,,
NEC-2237,Forest Hills-01,2,245,125,275,120,1,,
NEC-2237,Forest Hills-02,2,245,125,275,120,1,,
NEC-2237,NEC-2237-03,2,287,167,216,120,1,,
NEC-2237,NEC-2237-05,2,287,167,216,120,1,,
NEC-2237-03,10642,2,274,154,259,120,1,,
NEC-2237-03,70001,2,245,125,275,120,1,,
NEC-2237-03,875,2,276,156,316,120,1,,
NEC-2237-03,Forest Hills-01,2,245,125,275,120,1,,
NEC-2237-03,Forest Hills-02,2,245,125,275,120,1,,
NEC-2237-03,NEC-2237,2,287,167,216,120,1,,
NEC-2237-03,NEC-2237-05,2,124,4,6,120,1,,
NEC-2237-05,10642,2,274,154,259,120,1,,
NEC-2237-05,70001,2,245,125,275,120,1,,
NEC-2237-05,875,2,276,156,316,120,1,,
NEC-2237-05,Forest Hills-01,2,245,125,275,120,1,,
NEC-2237-05,Forest Hills-02,2,245,125,275,120,1,,
NEC-2237-05,NEC-2237,2,287,167,216,120,1,,
